a	b	c	d	e	f	g	h	i	j	k	l	m	n	o	p
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
3.3333333333333335	14.333333333333334	4.0	4.0	9.333333333333334	3.0	25.666666666666668	35.333333333333336	10.0	36.333333333333336	12.0	50.0	7.0	6.0	26.666666666666668	4.0	
2.111111111111111	14.111111111111112	4.333333333333333	6.333333333333333	5.111111111111112	4.0	9.555555555555555	20.77777777777778	9.333333333333334	21.11111111111111	37.0	24.666666666666668	10.333333333333334	18.0	18.88888888888889	6.333333333333333	
0.6296296296296297	25.962962962962962	18.222222222222225	13.555555555555557	1.296296296296296	8.666666666666666	2.185185185185185	4.9259259259259265	17.88888888888889	12.296296296296296	24.0	0.22222222222222263	13.222222222222221	2.0	0.29629629629629645	51.888888888888886	
8.209876543209877	11.654320987654321	7.074074074074075	5.518518518518519	33.098765432098766	18.22222222222222	10.271604938271606	22.691358024691358	18.962962962962962	5.098765432098765	9.0	21.59259259259259	6.7407407407407405	9.666666666666666	54.23456790123456	38.2962962962963	
28.73662551440329	14.88477366255144	31.024691358024693	31.17283950617284	15.03292181069959	31.740740740740744	25.757201646090536	37.56378600823045	14.320987654320987	4.699588477366255	33.666666666666664	18.8641975308642	12.246913580246913	5.222222222222222	63.41152263374485	42.4320987654321	
8.912208504801097	11.03840877914952	7.341563786008231	5.390946502057613	0.010973936899863071	6.753086419753085	2.5857338820301785	11.478737997256516	3.7736625514403292	44.10013717421125	51.44444444444445	1.0452674897119334	3.917695473251029	11.25925925925926	6.862825788751716	2.1440329218107004	
1.9707361682670321	34.01280292638317	18.55281207133059	7.203017832647462	2.9963420210333793	15.91769547325103	27.804755372656604	11.826245999085506	8.742112482853223	17.700045724737084	29.481481481481485	3.348422496570644	27.972565157750342	4.753086419753086	19.95427526291724	2.2853223593964334	
10.656912056089011	2.337600975461058	4.18427069044353	1.4010059442158207	32.66788599298888	3.3058984910836764	2.2682517908855346	4.057918000304832	5.085962505715592	10.76665142508764	16.506172839506174	10.883859167809787	7.324188385916781	25.415637860082303	32.348574912360924	22.23822588020119	
47.114362647970324	4.779200325153686	18.728090230147842	43.13366864807194	6.889295330996293	2.101966163694559	1.756083930295178	4.647360666565056	0.3046791647614692	2.4111161916374537	14.497942386831275	1.6279530559365956	8.441396128638926	2.471879286694101	9.449524970786975	5.412741960067063	
24.70478754932344	13.259733441717893	11.242696743382615	22.044556216023977	20.03690155633457	3.7006553878981863	1.918694643431726	9.882453555521685	12.101559721587156	26.470372063879154	11.832647462277093	7.124015648021135	4.813798709546309	1.176040237768633	10.516825009737675	0.8042473200223542	
7.5682625164411474	3.4199111472392976	7.919101085539128	24.985147927992006	2.6789671854448565	2.766448204033938	6.360435118856091	44.03918214815943	7.632813426137614	20.843209312040283	2.9442158207590308	5.958661450659622	9.728733763484565	10.607986587410457	26.82772499675411	6.9347491066741185	
7.8560875054803825	38.139970382413104	15.360299638153625	34.00495069066933	14.892989061814953	5.0778505986553535	1.120145039618697	1.6797273827198111	7.455728857954129	5.947736437346761	3.9814052735863434	0.9862204835532072	34.75708874550514	20.46400447086318	17.390758334415295	10.688416964441961	
0.6186958351601275	0.04665679413770126	52.87990012061545	8.334983563556444	1.9643296872716511	0.6926168662184512	13.706715013206233	2.226575794239937	8.18142371401529	3.9825788124489208	0.6728649088045522	9.328740161184403	9.414303751498286	0.17866517637893983	1.7969194448050985	2.437194345186013	
2.7937680549466237	21.6511144019541	20.29330004020515	2.888338812147852	24.67855677090945	5.435794377927183	10.235571671068746	17.742191931413313	48.727141238005096	6.327526270816307	7.890954969601517	25.109580053728134	4.138101250499429	2.0595550587929803	37.0676935183983	8.812398115062004	
4.264589351648874	9.2170381339847	34.76443334673505	24.296112937382617	10.22618559030315	10.81193145930906	6.745190557022916	46.91406397713777	82.90904707933502	7.109175423605436	33.29698498986718	10.369860017909378	25.046033750166476	19.019851686264328	30.022564506132767	8.937466038354001	
7.911803549450376	2.9276539553384335	38.74518888442165	5.098704312460872	51.924604803232285	39.39602284689698	2.751603147659028	7.36197867428741	26.636349026445007	6.963608192131521	8.432328329955725	0.5433799940302073	16.984655416611176	14.660049437911889	51.32581183128908	1.0208446538819995	
18.69606548351654	0.024115348220522154	4.915062961473883	33.36623477082029	16.308201601077428	3.7986742822989945	1.082798950780324	0.4539928914291365	12.878783008815	3.0121306026228267	17.81077610998524	15.485540001989932	2.3384481944629414	12.113316854029371	15.108603943763027	5.659718448705999	
11.232021827838848	1.0080384494068406	3.0283123461753725	43.12207825694009	1.4360672003591428	4.067108572567002	9.360932983593441	40.18200236952362	17.959594336271667	7.004043534207608	6.93692536999508	7.161846667329978	1.7794827314876471	8.037772284676457	3.0362013145876756	6.886572816235333	
2.2559927240537174	30.997320516864388	0.9905625512748758	11.374026085646697	3.4786890667863815	24.31096380914433	5.879689005468852	1.727334123174541	4.986531445423889	0.3346811780692027	13.021024876668307	6.612717777556674	2.4068390895041176	14.654075905107847	8.012067104862558	5.704475727921555	
61.91466909198209	12.000893161045203	33.66981248290838	17.124675361882232	3.840436977737873	1.8963453969518902	4.706770331510383	13.57577804105818	5.66217714847463	8.111560392689734	47.65965837444389	15.462427407481108	2.1977203034986275	31.44864136496405	5.329310965045814	24.76517475735948	
6.02844363600597	43.666368946318265	13.443395839030542	6.291774879372589	14.719854340754042	9.701218201016037	3.4310765561632053	2.5252593470193934	3.4459409505084566	17.962813202436756	2.886552791481298	13.179190864172964	47.60075989883379	32.51711954501199	1.2235630116513951	1.7449417475468405	
5.00948121200199	18.55545631543942	5.814465279676848	45.43059162645753	6.90661811358468	14.233739400338678	29.810358852054403	0.4915802176602022	4.148646983502819	12.320937734145586	26.037815736172902	45.72639695472432	25.86691996627793	27.17237318167066	19.0745210038838	2.58164724918228	
